MarketTrendID,ProductGroupID,TrendDescription,StartDate,EndDate,GrowthRate,Region,CompetitorAnalysis,CustomerSentiment,DemandForecast,TrendScore,CreatedBy
bdd26a40-e587-43f6-a047-d4129a4ae1fa,89640938-59ba-458a-b0fa-0c0a0054f86a,House market tree ahead.,2024-07-08,2024-07-28,-7.77,Guinea,Follow develop pass prove.,Neutral,High,6,Amanda Jordan
0329d4fc-0a59-4319-bb7d-c5077abedd51,9fe23eab-a333-4b43-a913-577d077cc216,Option my serve bed some.,2024-01-16,2024-07-15,7.14,Togo,Begin recently laugh same way process.,Positive,Low,68,Katie Long
9456c7df-9198-4e42-99e5-8497d4c2d964,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,Model perhaps his already doctor fact miss.,2024-06-28,2024-05-09,-5.13,Isle of Man,Box improve factor study site accept.,Neutral,Low,18,Rachael Sullivan
fa7035c5-ca43-4de4-beb3-6d09c24cc2ef,e916dafb-0783-4fb4-957e-a6a7e13edb23,Decision into fine if live newspaper hospital.,2024-03-31,2024-01-05,-0.96,Papua New Guinea,Movie perform much special.,Neutral,Medium,17,Katherine Romero
973d9a21-ec74-4fb9-9c77-935b70476435,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,During behind senior rise direction he democratic.,2024-07-14,2024-06-26,21.95,Mauritania,Whose pressure call usually wrong no.,Positive,Medium,14,Brian Calderon
9ffcf7f1-473f-43d9-ac19-eb560454fda1,40386061-0a22-499c-978b-e40fca539092,Owner institution hand nothing author sign soon.,2024-04-11,2024-02-17,11.85,United Kingdom,Analysis real run special suggest.,Positive,Medium,85,Ruth Perez
c5353b5c-61bb-4401-9f3f-e96b19d4c5df,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Simply dark life girl.,2024-02-21,2024-07-08,24.87,Chad,Significant age everyone represent tonight.,Neutral,High,99,Jose Myers
ebebf7c0-fdbb-46a9-a44c-0f42b33b00a7,9fe23eab-a333-4b43-a913-577d077cc216,Create themselves upon.,2024-05-29,2024-05-04,13.0,Faroe Islands,Time you man so officer.,Neutral,Medium,52,Luis Smith
114a3cfb-ca3a-423b-9351-4abcf3b59ab0,069354c7-29a4-4657-9862-218627619c15,Week alone brother herself very.,2024-03-09,2024-03-06,-6.8,Namibia,Boy explain especially tell risk decade candidate.,Neutral,Medium,56,Melinda Robinson
39014652-d68a-4594-b8fc-648404134fcf,186db6f5-0f28-44da-b9ed-3f683fc30f9d,Enjoy story land firm.,2024-07-05,2024-07-03,21.04,Mayotte,Film pay economy professor.,Positive,Medium,27,Kimberly Lam
33a0bc2d-9604-43b3-91fc-2b984d7cb236,f52b037c-6409-4bd2-969e-a0cb44b2886b,Answer occur ask force.,2024-07-22,2024-05-13,11.98,Latvia,Kid force wide house water.,Positive,Medium,10,Karen Perkins
9e0d38d3-fda7-4aee-92bf-96d9c4fc87be,89640938-59ba-458a-b0fa-0c0a0054f86a,Name effect lot give people.,2024-07-08,2024-06-10,6.27,Colombia,Suddenly between why result imagine artist customer.,Neutral,Medium,58,Christine Cantrell
6aca5eb4-0bd6-4fff-805e-5c27b21e50db,2eb83a97-eea8-4111-8928-417d71c55d2d,Positive least music technology oil adult size.,2024-04-27,2024-06-07,-1.39,Hungary,Suddenly fine discussion hundred democratic send.,Neutral,High,91,Aaron Gonzales
d062b79a-332d-4dd9-b699-8b80c6e0e4bf,2eb83a97-eea8-4111-8928-417d71c55d2d,Mission never bank.,2024-04-16,2024-05-28,18.12,Ukraine,Society station keep choice truth pass.,Neutral,High,13,Gabrielle Grant
d28842c4-afb4-43ff-a7b9-fdf6785007bb,5fd7d292-c992-450c-b6fc-c17eeedcd32f,Growth skill unit notice memory.,2024-03-10,2024-01-20,10.52,Korea,Development decision focus north low.,Neutral,Low,41,Michelle Henry
c5636b73-28c5-40f0-beb7-2c3c2ca74f48,7647c201-34e4-4279-b121-de6c851d13fb,Partner process know politics food.,2024-07-23,2024-02-10,-6.94,Bermuda,Carry education room line because conference street.,Neutral,High,35,Erin Robinson
e5497e1c-1b5b-474c-9718-06ba7550629f,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Theory stop cover behavior rise employee reveal.,2024-01-14,2024-07-22,13.19,Papua New Guinea,Common range prepare player east including.,Positive,High,49,Zachary King
4f09edc5-53a9-4e4d-8ee6-d054c6304981,2eb83a97-eea8-4111-8928-417d71c55d2d,Necessary help six.,2024-01-14,2024-03-13,16.56,Czech Republic,Article election machine affect message.,Neutral,Medium,98,Marcus Willis
293eafe2-afdb-496c-b708-92c3e5fd92d6,9fe23eab-a333-4b43-a913-577d077cc216,Pay back play language.,2024-05-23,2024-01-17,-3.38,Holy See (Vatican City State),Institution place support could.,Negative,Medium,82,Vanessa Rice
76aad68a-fdb4-4f0f-8ef8-5e6009dff5c7,7647c201-34e4-4279-b121-de6c851d13fb,Material week market moment nice industry culture.,2024-04-22,2024-01-31,-4.06,Tunisia,Few stock play billion benefit chair.,Negative,High,61,Christopher Harvey
2528f5b4-3bcf-4b38-86e9-856ff7c6fbf4,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,Right son real around soon stay fight.,2024-04-06,2024-07-18,-7.22,Guinea,Peace long policy not style lead.,Negative,Medium,91,Debbie Garcia
7a8616de-d6fc-4527-a56f-721524a779b2,40386061-0a22-499c-978b-e40fca539092,Why if occur bit what provide.,2024-08-10,2024-01-13,-8.22,Nigeria,Push story poor according.,Negative,High,51,Crystal Welch
9d9a6e4c-cafd-4c80-a08a-e9d19b455d12,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,And build grow coach method window.,2024-05-06,2024-04-30,6.96,Antigua and Barbuda,Mission sea usually prove through.,Positive,Low,19,John Doyle
3c0fdaa8-2e29-4e14-8e5a-852914793812,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,Power edge none each training senior former.,2024-06-29,2024-03-05,22.25,Uzbekistan,Skill bit friend thank four wide response.,Positive,Low,16,Jennifer Morgan
76f0a0de-d31f-491b-883e-5b2e5e5f33a9,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,Much more federal suffer rich seem plant.,2024-04-18,2024-02-02,11.26,Cameroon,Behavior will much address avoid young.,Positive,Medium,11,Mark Johnson
19c0880a-944f-49bd-91c5-a5fdad2bf395,e916dafb-0783-4fb4-957e-a6a7e13edb23,Relationship moment air director base piece.,2024-07-25,2024-01-07,10.32,Congo,Various second report certain possible him.,Positive,Low,39,Bruce Carroll
757c7574-bc0b-4ab7-8179-b8fbea45e9bb,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,Foot your art return college country peace chair.,2024-05-13,2024-06-29,21.57,Tajikistan,Collection head when.,Negative,Medium,90,Lauren Richardson
79dad9f0-295b-43c2-8e46-45f3eb010e9e,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,Others between poor sister study fast wrong.,2024-02-22,2024-04-20,16.74,Peru,Include return bed style.,Negative,High,83,Michael Dodson
dc430323-e5f1-4e9e-b846-874dce2dbd86,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,Congress economic option feel fill.,2024-01-02,2024-06-25,-0.87,Bahamas,Lead air carry writer hard.,Positive,High,93,Douglas Franklin
9fd25fdc-cd3e-4a99-bdb8-4e91a5e30752,50675f88-c045-4ca6-882b-29c017ea798e,Simple focus until several.,2024-03-05,2024-07-31,-2.6,Romania,Say poor church positive air collection.,Negative,Medium,87,Dr. Amanda Robertson
21aeb337-2c7a-47b2-8f38-f3e713b07f20,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Available public begin wear surface cup.,2024-06-10,2024-04-11,20.42,Cameroon,When training wall sure through.,Negative,High,43,Dr. Nathan Thompson II
1f714a75-2125-4a4c-92c4-5a91bc461ca9,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,Huge player me whole cup.,2024-01-26,2024-06-29,4.85,Haiti,However suddenly begin health dark.,Neutral,Medium,8,Jacqueline Walker
b12bf873-ff13-4a9f-995e-ae423d3a0aa8,89640938-59ba-458a-b0fa-0c0a0054f86a,Than court place history drop series middle.,2024-05-29,2024-06-15,2.22,Georgia,Great medical discover even while hand speech green.,Neutral,High,30,Benjamin Harris
1f43aaf2-6ad8-48f0-8cad-2b6e2f6ac9f9,50675f88-c045-4ca6-882b-29c017ea798e,Inside write talk.,2024-06-12,2024-03-08,-5.6,Malaysia,Especially against measure action.,Neutral,Medium,13,David Trevino
68f75400-e57d-4053-8745-c877ebf450fc,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Weight room east suffer child four.,2024-05-29,2024-08-02,16.31,Guatemala,Site how key camera thing lead.,Positive,Medium,18,Cody Brennan
d3b987a5-70a0-44cf-843a-5143ebfbf131,069354c7-29a4-4657-9862-218627619c15,Large dog write.,2024-01-04,2024-07-03,-1.71,Sweden,Direction dream candidate recent professional professional remain.,Negative,Medium,85,Amber Frost
2a520876-f4c6-4d52-9151-79d79b22b34b,186db6f5-0f28-44da-b9ed-3f683fc30f9d,Prepare political though side than tonight dog.,2024-02-03,2024-05-14,20.11,New Zealand,Eat court strategy base black cold.,Negative,Low,62,Kelly Jordan
a158d8e5-33b3-4194-a2e0-6d2c4f4fd94a,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,Represent central feel right performance everybody key.,2024-07-31,2024-02-22,24.51,Netherlands Antilles,Then public need media first seven language must.,Neutral,Medium,3,Tracie Velasquez
7302a222-57a7-47e8-97e4-f8c8243b0cdc,76c65980-f08a-4568-b6ab-972025bcf196,Indicate step imagine catch parent seem against.,2024-03-20,2024-02-25,13.95,Egypt,Serious method contain direction set you question.,Positive,Medium,26,Zachary Hicks
6f3b0d06-eb01-43e9-a84f-f32362b796cb,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,Believe talk education policy shoulder research daughter live.,2024-04-29,2024-05-14,9.2,Turkmenistan,They it improve clearly though important pass pull.,Positive,Medium,57,Darryl Sutton
f05ad3c6-b2b3-4870-9063-1b862632dac4,7647c201-34e4-4279-b121-de6c851d13fb,Suggest federal day body customer significant interest thought.,2024-03-26,2024-04-25,-6.16,Mauritania,Memory what admit may instead late put method.,Neutral,Low,68,Richard Ryan
dbed3380-0bc2-4927-b9aa-a90a6d057d81,5fd7d292-c992-450c-b6fc-c17eeedcd32f,Stand friend pretty.,2024-05-02,2024-02-05,11.44,Turks and Caicos Islands,Else glass city television on.,Negative,Low,85,Ronald Schroeder
f4f86c0f-8673-4fd1-b7eb-f0c3ffab73f1,caaf97e8-3085-46e3-87ec-d7daf1d7fe0f,Improve check religious teach free beyond pay.,2024-01-12,2024-03-01,20.45,French Southern Territories,Easy outside question practice.,Neutral,Low,44,Adam Tucker
fbedecf4-f720-497f-9294-2e3abb0458c2,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,Cause father vote writer.,2024-02-06,2024-05-14,24.95,Armenia,Owner while forget eight look concern.,Neutral,High,67,Michael Decker
7558b949-60fd-4677-9af8-552375f21b31,9fe23eab-a333-4b43-a913-577d077cc216,Avoid goal view few.,2024-02-03,2024-04-26,24.14,Syrian Arab Republic,Front you coach note and star.,Neutral,High,1,Daniel Vang
5201932c-c1aa-4ea9-b687-dd33afeb0a6b,50675f88-c045-4ca6-882b-29c017ea798e,Police walk close sister drug.,2024-06-10,2024-01-19,9.67,Afghanistan,Improve similar full drug research.,Positive,High,98,Tina Bradley
7ad46416-2f6b-4ca5-9020-2fd7b4d76687,40386061-0a22-499c-978b-e40fca539092,They tell choose new recognize.,2024-06-14,2024-01-07,-8.08,India,Mean produce total those draw.,Neutral,Low,25,Michael Wood
68677f10-cdd8-41dc-a421-50ed6f79cae8,50675f88-c045-4ca6-882b-29c017ea798e,Our a law both claim always dinner movie.,2024-07-15,2024-03-04,13.63,Saint Lucia,Hard would whom everyone product consider pull.,Positive,Low,23,Latoya Wilson
e78db7a5-f831-4f47-991b-72d9e6f425e1,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Much knowledge reveal center step respond shake.,2024-07-23,2024-05-01,23.44,Monaco,Himself build town call listen imagine rate.,Negative,Low,80,Noah Mercer
403fb796-a6a8-4c85-ac8d-23b6d3e20a31,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Possible coach site in.,2024-06-06,2024-01-25,21.36,Falkland Islands (Malvinas),Certainly decision lay market difference.,Positive,Medium,93,Christine Johnson
c1f65eda-04ee-40bd-ae45-e131695bcecc,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,Network hair create.,2024-06-22,2024-07-20,10.87,Cote d'Ivoire,Sport executive door benefit.,Positive,Low,1,Robert Carpenter
ee8d6242-f203-46ea-a2ce-d089fea0b3f0,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Finally fact situation that practice officer police.,2024-01-04,2024-07-26,15.83,New Zealand,Institution law area inside.,Neutral,High,100,Cole Johnson
90ace1c0-ea76-4146-9898-568721348c49,069354c7-29a4-4657-9862-218627619c15,Picture example once several.,2024-05-15,2024-06-22,-7.78,United States of America,Audience determine shake nothing heavy.,Negative,High,41,Gary Nelson
c2eeaea0-afd8-4daf-99ac-32f006f6743e,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,Case leader raise early find sometimes.,2024-01-15,2024-03-04,20.91,Tokelau,Grow which necessary.,Neutral,Medium,68,Stephanie Little
4aa716d2-1734-464b-9cb1-316292dad03c,f52b037c-6409-4bd2-969e-a0cb44b2886b,Address best type tend culture.,2024-01-24,2024-06-09,7.19,Estonia,Significant cause service can treatment ground outside language.,Neutral,Low,39,Jacob Hopkins
37c0c495-418a-4b70-9590-f7300624cb4f,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Head similar political likely common.,2024-06-05,2024-02-08,17.7,Qatar,Although song away experience game give ball.,Neutral,Medium,86,Christopher Pierce
e5f87c2e-12c8-4d41-b8a2-943257b28de4,2eb83a97-eea8-4111-8928-417d71c55d2d,Especially prevent tonight score but talk job.,2024-02-13,2024-06-22,22.54,Reunion,Many shake collection begin out admit forward myself.,Neutral,Low,2,Kenneth Gonzalez
b4852fe2-3d26-4b9a-b26e-3684af37f2f0,069354c7-29a4-4657-9862-218627619c15,Nothing matter available each research loss girl.,2024-02-06,2024-05-06,19.43,Liberia,Friend probably course catch.,Negative,Medium,97,Brian Gray
0a6831a4-48d7-4ed8-80c2-0ebd613d6c89,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Line employee recognize ahead.,2024-02-24,2024-04-04,4.11,Sierra Leone,For discussion course kitchen listen seven draw upon.,Negative,Low,88,Sean Miller
cd4a163a-717c-48ec-a157-82ad9bfc2a5d,89640938-59ba-458a-b0fa-0c0a0054f86a,Teach garden space while.,2024-01-13,2024-02-24,22.18,Sao Tome and Principe,Eye space cultural large before political.,Positive,Medium,25,Hunter Cunningham
eb98d6d7-d82c-4ce4-a366-e7afaadb36ca,7647c201-34e4-4279-b121-de6c851d13fb,Think crime wind hope college.,2024-04-19,2024-06-26,11.86,Puerto Rico,Individual enjoy outside fall.,Positive,High,35,Christopher Cruz
afbf4c2b-f3b0-4626-9bc2-a4f3a4d3e25e,f76201b2-494c-4d4d-a5d2-3a121dfaa9c0,Finally together believe fire month will.,2024-04-22,2024-03-11,19.43,Antigua and Barbuda,Address TV try factor manager against may.,Positive,Low,24,Joshua Perkins
94622049-0b6c-4813-9e0e-2c8966faf9fa,186db6f5-0f28-44da-b9ed-3f683fc30f9d,Majority color weight easy yourself.,2024-01-19,2024-05-13,-5.75,Palestinian Territory,Until brother strong star treatment indeed.,Positive,Medium,24,Jennifer Ortiz
58d29f35-7eda-4b47-b872-b6a2ace76811,40386061-0a22-499c-978b-e40fca539092,Guy to plant candidate.,2024-02-26,2024-04-23,19.53,Denmark,Significant show use accept into notice fund.,Positive,Low,5,Amy Johnson DDS
90d90a02-7de3-4d59-a28d-40426fa6ba47,50675f88-c045-4ca6-882b-29c017ea798e,Foot green somebody for.,2024-07-16,2024-04-05,17.63,El Salvador,Spring remember try none factor.,Negative,High,76,Roy Sanchez
3c35aa3b-84a8-42dc-ae17-88b8437f69a2,89640938-59ba-458a-b0fa-0c0a0054f86a,Structure read product apply fall seem.,2024-07-05,2024-01-05,-4.85,Solomon Islands,Truth baby door anything pattern.,Positive,Low,46,Emily Freeman
5de06c69-d4cd-488d-8007-e812332e19f4,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Large cell talk upon.,2024-02-10,2024-01-12,-6.5,Mauritania,Picture man believe better quite.,Neutral,Medium,17,Christine Keith
7636bc83-1bce-4462-b1fe-29f7f677947a,2eb83a97-eea8-4111-8928-417d71c55d2d,Night often reflect lead.,2024-03-12,2024-05-06,10.07,Macedonia,Daughter now decision think kind should data.,Negative,High,78,Abigail Nunez
6ac507cb-56f4-48d7-994e-722ff44db66b,3b980e87-bb4a-4d27-95c1-e8f07e5752cc,Sing dream herself skin same almost continue result.,2024-03-31,2024-01-23,16.72,Liberia,Sit whether per stuff memory theory.,Negative,Medium,78,Isaac Matthews
36b4d446-d1dd-4516-ae31-fa586666429e,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Keep forget build.,2024-03-21,2024-02-19,-6.66,Cocos (Keeling) Islands,Office you nearly visit site exist not relationship.,Neutral,High,96,Amanda Reed
6a865b4b-d37c-4723-8bff-d2238a46482d,069354c7-29a4-4657-9862-218627619c15,Fire yourself school true center respond each.,2024-07-28,2024-08-10,22.92,Burundi,Media special before throughout agent financial drop.,Positive,High,89,Sarah Maldonado
19a1cce4-e034-4992-b538-3f6a9bef6e8f,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,Thus health miss doctor job manage ready.,2024-08-10,2024-01-04,-0.35,Papua New Guinea,Board apply adult democratic structure apply real any.,Negative,Medium,22,Susan Chase
536bc66c-659f-497a-b6fc-ae90d40f561b,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Role care field keep act.,2024-04-09,2024-06-22,24.55,Togo,Heart force west billion share lot.,Neutral,Low,13,Mark Davis
632611fc-6828-4461-8335-1fe60c015609,50675f88-c045-4ca6-882b-29c017ea798e,Eight red both market.,2024-08-02,2024-04-29,3.87,Cyprus,Protect senior program possible.,Positive,High,44,Miranda Moore
97fbb06f-4de9-4f3c-8251-67fbc0618cdd,f52b037c-6409-4bd2-969e-a0cb44b2886b,Before politics number none skill far light if.,2024-01-04,2024-02-22,20.96,Denmark,Sit son stay the into nor into.,Neutral,Medium,76,Patrick Johnson
a56903a1-a4c1-4b02-a661-33495a1a17e2,40386061-0a22-499c-978b-e40fca539092,Help with place break back hand.,2024-06-18,2024-02-22,1.49,Vietnam,Bring loss form maintain.,Neutral,Low,64,Jennifer Rodriguez
7aec4852-7c0b-46c6-8e03-f4d305ba322a,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Between news mind play instead.,2024-04-27,2024-04-12,-1.42,Western Sahara,American foot foreign former.,Negative,High,45,Brad Thompson
540a4b9f-558d-4c66-b59e-115849421a42,2eb83a97-eea8-4111-8928-417d71c55d2d,Watch own prevent skill.,2024-01-25,2024-06-10,-4.08,Saint Martin,Nation across popular call near benefit major.,Positive,Low,36,Donna Burgess
cb1497d6-bfc2-4947-a267-0caa1e6e41d1,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Allow her anyone sure type stop.,2024-06-29,2024-04-21,-9.78,Uzbekistan,Decision important law require.,Negative,Low,21,Jeremy Jones
f7284938-7016-4255-807f-5a92ddda4445,89640938-59ba-458a-b0fa-0c0a0054f86a,Wife she early window exactly cover local.,2024-01-16,2024-04-27,15.71,Ukraine,Training remember heart make budget.,Negative,Medium,88,Christopher Brown
61abd6f0-8eff-40b9-b031-9f1b3cbc4510,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Man parent form.,2024-04-04,2024-01-09,19.56,Tajikistan,Door maintain loss she mind.,Negative,High,50,Lori Allen
0cd61c76-7e60-4813-9f40-63d3d8b75644,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,Property perhaps research stage.,2024-08-07,2024-01-21,6.39,Tajikistan,Show former administration.,Positive,Medium,4,Joseph Strong MD
240d3966-0768-4fd4-af40-39ecd76f0bbf,deb9a8f1-fd9a-4034-aa9f-6e384bfdd556,Military senior reflect author base international admit.,2024-07-23,2024-04-15,18.39,Tanzania,Add determine ten.,Positive,Medium,43,Matthew Baker
d7417c2f-2ae3-488f-b55d-79a23acfc415,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Program important else agreement sister machine exactly itself.,2024-07-11,2024-07-11,11.24,Iraq,Maybe myself find listen ground tree.,Neutral,Medium,1,Matthew Bailey
8e902ef4-024e-4abe-8fde-6c3c2df26379,76c65980-f08a-4568-b6ab-972025bcf196,Brother ago charge movement.,2024-08-01,2024-04-24,1.36,Iceland,Least magazine plan relationship stand instead site once.,Positive,Medium,4,Gene Brown
61fea219-479b-4ac7-b733-5a43c7bb1fac,f339f62b-efdf-4e3e-ac65-80ae6674cc61,Speak everyone shoulder subject from.,2024-03-29,2024-08-10,19.8,Montenegro,Actually whose smile.,Negative,High,11,Kimberly Pena
e815a8d3-6a2c-4b6c-8eb3-640467832f56,f52b037c-6409-4bd2-969e-a0cb44b2886b,Laugh indeed network moment yard site world.,2024-03-01,2024-06-04,20.26,Nicaragua,Religious direction they write media difficult.,Negative,Medium,69,Ross Acosta
d0a9afb3-cc22-4cfe-8b2f-9802b5be1c19,89640938-59ba-458a-b0fa-0c0a0054f86a,War while together church.,2024-04-12,2024-07-07,21.76,Liechtenstein,Face radio son girl real sense.,Neutral,High,89,Julia Rivera
3e42d82d-d79d-4656-9ce5-77e800fae278,5fd7d292-c992-450c-b6fc-c17eeedcd32f,Safe usually certain other field commercial say.,2024-03-18,2024-03-20,2.59,Italy,Rich trouble strategy also network security.,Negative,High,11,Janet Graham
275f9420-db8d-40f5-a137-773b053b0167,50675f88-c045-4ca6-882b-29c017ea798e,Land more sister inside just.,2024-07-17,2024-07-15,-1.52,France,Purpose institution action social become fish child.,Positive,Medium,92,Samantha Pham
a4a331f8-ee59-463f-b9d2-591f32c8d767,069354c7-29a4-4657-9862-218627619c15,Business try real build.,2024-07-17,2024-02-13,-9.03,Cape Verde,Spring although break beautiful.,Neutral,Medium,34,Brandon Daniels
3f7c4a08-b3bc-4697-9280-d43227d6351b,4db3f4af-b967-4d74-bdad-43240bd3ebcd,Son prove many company only environment culture record.,2024-08-06,2024-03-18,10.65,Kyrgyz Republic,Assume lead alone create deep live.,Neutral,Low,96,Ashley Mckinney
699312b3-e799-4f20-b714-6918eef74a0a,77a095b0-ef54-4826-b3bb-b9e9ae20ef26,Agent trip born deal yourself air he.,2024-04-23,2024-04-05,0.9,Argentina,Follow director there ok.,Neutral,Medium,29,Lisa Bell
23f28a17-9a81-4a16-8f54-3da820224ebe,186db6f5-0f28-44da-b9ed-3f683fc30f9d,Development budget other particular six family student.,2024-06-24,2024-05-19,-9.48,Heard Island and McDonald Islands,Take guy school yeah religious heart own.,Negative,Low,51,Molly Espinoza
c9a263f4-b04b-4610-b920-e1c541696c31,2eb83a97-eea8-4111-8928-417d71c55d2d,Gun exist national black surface way seat.,2024-07-27,2024-01-22,-2.5,Saudi Arabia,Industry career early again mother simple.,Negative,Medium,38,Nathan Reynolds
f216cf6a-5dae-4ae4-ad57-4a41e7647558,7647c201-34e4-4279-b121-de6c851d13fb,Not child prove pattern much live writer.,2024-06-04,2024-02-26,-3.8,Martinique,Budget action this radio whose car.,Negative,Medium,26,Erin Potts
1482ba60-97c6-4c44-a0ba-1f55a11183f5,40386061-0a22-499c-978b-e40fca539092,Prove staff think try.,2024-05-11,2024-03-23,2.34,Falkland Islands (Malvinas),Before however medical little number under.,Neutral,High,39,Bryan Green
22d25226-c9f3-4980-9591-4d4407ca7ec1,cf5f7cb6-3ea8-4f13-8fb5-82f6568bffe5,Easy particular interesting hair identify probably everybody business.,2024-02-18,2024-07-19,14.88,Peru,Wish baby dog worker.,Negative,High,52,Natasha Weaver
902883be-1a9e-49f9-8eb5-dac26af9c9ad,9fe23eab-a333-4b43-a913-577d077cc216,Main beyond better current bed building thus.,2024-02-26,2024-07-01,13.35,French Polynesia,South car painting employee.,Positive,High,50,Melissa Lee
dd9baa3c-6b3c-4e2a-8342-c496048d7ee8,f52b037c-6409-4bd2-969e-a0cb44b2886b,Among although evidence road.,2024-04-01,2024-06-25,-7.26,Malaysia,Dark half here international middle catch work themselves.,Negative,Low,32,Elizabeth Carter
